id,created_at,user_id,amount
536,2018-02-28 07:41:56.033803,236,10
537,2018-02-28 09:09:21.394851,251,5
538,2018-02-28 09:21:47.292556,249,10
540,2018-02-28 10:25:48.77878,241,10
542,2018-02-28 12:59:30.986373,238,5
543,2018-02-28 13:27:59.207483,253,5
546,2018-02-28 15:04:05.911871,254,5
548,2018-02-28 18:51:32.398343,244,5
549,2018-02-28 23:37:30.066092,245,5
585,2018-03-06 04:50:37.210296,179,10
586,2018-03-06 06:43:30.871604,180,10
592,2018-03-07 08:26:30.552509,183,5
600,2018-03-08 00:34:08.766385,355,5
615,2018-03-10 08:40:45.029428,356,10
617,2018-03-10 16:08:44.640823,357,10
619,2018-03-10 19:04:14.015012,358,10
620,2018-03-10 22:31:13.213995,359,5
637,2018-03-13 02:33:54.679129,362,5
642,2018-03-13 14:20:00.368667,363,10
650,2018-03-14 16:06:08.400592,365,10
660,2018-03-17 01:31:54.645514,369,5
663,2018-03-17 04:31:07.262508,370,10
664,2018-03-17 06:55:18.41313,371,10
665,2018-03-17 09:21:47.633008,372,10
667,2018-03-18 00:49:10.454112,373,10
674,2018-03-19 07:47:04.917262,374,5
678,2018-03-19 13:57:05.108655,375,5
687,2018-03-21 02:33:23.139207,377,10
689,2018-03-21 06:19:00.211627,378,10
697,2018-03-21 23:39:15.181474,379,5
698,2018-03-22 01:13:02.421521,380,10
702,2018-03-22 09:30:51.139817,381,5
703,2018-03-22 11:13:10.58127,382,5
705,2018-03-23 02:42:27.902054,383,10
707,2018-03-23 12:55:20.55313,384,5
710,2018-03-23 18:27:06.462862,385,10
712,2018-03-24 01:11:13.403967,386,10
714,2018-03-24 10:17:54.295053,387,10
715,2018-03-24 10:24:22.818595,388,10
717,2018-03-25 04:56:54.032473,389,10
719,2018-03-26 00:55:24.516496,390,5
725,2018-03-26 09:25:37.255098,391,5
726,2018-03-26 16:56:08.666314,392,10
727,2018-03-27 02:22:09.209932,393,10
730,2018-03-27 10:42:04.455001,394,5
731,2018-03-27 10:49:28.282608,395,10
736,2018-03-28 00:01:36.26742,396,10
738,2018-03-28 04:46:00.890411,397,5
740,2018-03-28 05:10:39.165435,398,5
744,2018-03-28 11:46:28.208415,399,5
748,2018-03-28 20:30:53.387374,400,10
751,2018-03-29 14:18:30.650063,402,5
753,2018-03-29 16:41:55.645433,403,10
755,2018-03-29 19:48:34.953627,404,5
759,2018-03-30 06:42:15.007844,405,5
760,2018-03-30 07:30:51.541008,406,10
761,2018-03-30 09:36:08.033129,407,10
764,2018-03-31 10:11:38.578282,409,5
768,2018-04-01 00:25:38.881523,410,10
771,2018-04-01 16:18:26.852471,412,5
776,2018-04-02 02:09:31.12038,413,10
778,2018-04-02 08:44:25.373274,414,5
782,2018-04-02 20:13:14.530112,416,10
786,2018-04-04 04:46:33.522059,417,10
787,2018-04-04 05:57:15.708061,418,10
789,2018-04-04 12:38:06.911543,420,10
793,2018-04-04 21:49:53.340703,421,10
795,2018-04-04 23:38:15.636152,422,5
796,2018-04-05 00:39:58.570805,423,5
797,2018-04-05 04:34:51.34188,424,5
800,2018-04-05 10:32:53.182513,425,5
809,2018-04-06 16:59:45.75192,428,10
814,2018-04-07 13:37:32.136261,429,10
817,2018-04-07 19:21:57.691239,430,5
826,2018-04-08 14:24:20.046076,432,10
827,2018-04-08 18:43:52.927812,433,10
829,2018-04-08 19:39:37.898604,434,5
835,2018-04-09 22:36:44.211395,436,5
836,2018-04-10 05:31:53.655846,437,10
838,2018-04-10 14:14:49.872504,438,5
842,2018-04-10 20:48:27.953813,439,5
843,2018-04-10 22:21:14.030441,440,10
846,2018-04-11 06:57:46.246567,441,10
854,2018-04-12 07:32:49.565554,442,5
857,2018-04-12 19:12:19.271523,443,5
861,2018-04-13 03:06:02.418501,444,10
863,2018-04-13 06:41:53.599712,445,5
869,2018-04-13 21:23:25.065592,446,10
870,2018-04-13 22:36:06.215544,447,5
873,2018-04-14 09:15:34.343382,449,10
874,2018-04-14 12:28:48.489708,450,5
877,2018-04-15 06:58:48.006561,451,5
878,2018-04-15 07:29:11.0876,452,5
879,2018-04-15 10:35:22.831873,453,5
881,2018-04-15 18:17:43.180703,454,10
884,2018-04-15 22:55:15.372819,455,10
890,2018-04-16 16:51:50.198072,456,5
891,2018-04-16 19:51:54.638764,457,5
892,2018-04-17 00:08:13.824105,458,5
894,2018-04-17 02:10:46.357148,459,10
896,2018-04-17 04:31:07.262508,370,10
897,2018-04-17 05:38:29.464562,460,10
898,2018-04-17 06:55:18.41313,371,5
899,2018-04-17 09:21:47.633008,372,5
900,2018-04-18 00:49:10.454112,373,10
901,2018-04-18 04:52:53.046373,461,5
903,2018-04-18 12:28:21.302086,462,5
907,2018-04-19 07:47:04.917262,374,5
911,2018-04-19 13:57:05.108655,375,5
913,2018-04-20 00:33:54.356124,465,5
917,2018-04-20 15:37:31.709803,466,5
920,2018-04-21 00:27:59.375631,467,10
921,2018-04-21 02:33:23.139207,377,10
923,2018-04-21 06:19:00.211627,378,5
930,2018-04-21 22:31:16.511664,468,5
931,2018-04-21 23:39:15.181474,379,10
933,2018-04-22 01:13:02.421521,380,5
939,2018-04-22 09:30:51.139817,381,10
940,2018-04-22 11:13:10.58127,382,10
947,2018-04-23 12:55:20.55313,384,5
949,2018-04-23 18:27:06.462862,385,5
951,2018-04-24 01:11:13.403967,386,5
955,2018-04-24 10:17:54.295053,387,5
956,2018-04-24 10:24:22.818595,388,5
958,2018-04-25 04:56:54.032473,389,5
961,2018-04-26 00:55:24.516496,390,5
965,2018-04-26 09:25:37.255098,391,5
966,2018-04-26 16:56:08.666314,392,5
967,2018-04-27 02:22:09.209932,393,10
972,2018-04-27 10:42:04.455001,394,10
973,2018-04-27 10:49:28.282608,395,5
981,2018-04-28 00:01:36.26742,396,10
984,2018-04-28 04:46:00.890411,397,5
986,2018-04-28 05:10:39.165435,398,5
990,2018-04-28 11:46:28.208415,399,5
996,2018-04-28 20:30:53.387374,400,5
1000,2018-04-29 03:26:23.858547,494,10
1001,2018-04-29 14:18:30.650063,402,5
1003,2018-04-29 16:41:55.645433,403,5
1004,2018-04-29 19:48:34.953627,404,5
1005,2018-04-29 21:04:40.958312,495,5
1006,2018-04-29 23:09:12.602154,496,10
1009,2018-04-30 02:15:54.010317,498,5
1011,2018-04-30 04:20:25.771641,499,5
1012,2018-04-30 04:55:03.888713,500,10
1013,2018-04-30 06:42:15.007844,405,5
1014,2018-04-30 07:30:51.541008,406,5
1016,2018-04-30 09:36:08.033129,407,10
1017,2018-04-30 10:11:38.578282,409,10
1020,2018-05-01 00:25:38.881523,410,10
1022,2018-05-01 13:56:06.995553,501,5
1025,2018-05-01 17:02:45.481382,502,5
1027,2018-05-01 18:36:58.890267,504,5
1035,2018-05-02 20:22:59.74118,506,10
1036,2018-05-03 03:16:12.336336,507,10
1037,2018-05-03 03:42:43.994973,508,10
1038,2018-05-03 06:32:44.129347,509,10
1041,2018-05-03 14:52:15.966376,510,5
1045,2018-05-04 12:48:41.288307,511,10
1047,2018-05-04 21:37:31.430424,512,10
1052,2018-05-05 04:08:06.315181,514,10
1056,2018-05-05 07:50:19.940304,515,10
1057,2018-05-05 09:29:45.466184,516,5
1060,2018-05-05 11:11:50.692466,518,5
1063,2018-05-06 05:44:31.525081,519,5
1066,2018-05-06 17:42:56.153882,520,5
1074,2018-05-08 04:44:59.497946,521,5
1075,2018-05-08 08:51:45.333148,523,5
1084,2018-05-09 08:55:20.721721,524,10
1087,2018-05-09 22:01:41.477477,525,10
1091,2018-05-10 14:24:51.927375,526,5
1094,2018-05-10 16:51:53.542572,527,5
1105,2018-05-11 22:34:41.062153,529,5
1106,2018-05-12 01:34:03.988084,530,5
1108,2018-05-12 06:35:05.024097,532,5
1110,2018-05-12 07:38:32.663472,533,5
1111,2018-05-12 14:29:33.224944,534,10
1112,2018-05-12 14:43:45.180693,535,10
1113,2018-05-12 16:41:16.845523,536,5
1119,2018-05-13 08:47:54.641782,538,5
1126,2018-05-14 02:29:03.630577,539,10
1128,2018-05-14 10:30:42.692092,540,5
1130,2018-05-14 15:14:48.16572,541,10
1133,2018-05-15 02:12:24.444365,542,10
1152,2018-05-17 04:39:25.63828,544,10
1155,2018-05-17 07:24:38.032916,545,5
1157,2018-05-17 15:21:37.387439,546,5
1158,2018-05-17 18:12:22.370092,547,10
1165,2018-05-19 07:40:59.295507,548,10
1168,2018-05-19 09:49:28.925989,549,5
1171,2018-05-19 15:14:10.142792,550,10
1173,2018-05-19 23:38:14.491117,551,5
1176,2018-05-20 08:06:27.810532,552,5
1178,2018-05-20 16:05:57.99566,553,10
1181,2018-05-21 00:07:07.084898,554,5
1185,2018-05-21 05:30:25.286863,555,10
1190,2018-05-21 12:07:29.370675,556,5
1191,2018-05-21 12:56:17.402269,557,10
1206,2018-05-22 17:15:24.881085,558,10
1207,2018-05-22 18:43:01.395924,560,5
1209,2018-05-23 05:21:10.121457,561,5
1214,2018-05-23 18:12:32.707473,564,5
1218,2018-05-24 03:29:25.325477,478,5
1219,2018-05-24 05:56:03.591373,479,10
1220,2018-05-24 07:05:47.418811,480,5
1223,2018-05-24 12:49:15.330167,565,10
1225,2018-05-24 23:33:54.502988,566,10
1227,2018-05-25 22:14:02.773678,567,5
1229,2018-05-26 04:04:02.624771,483,5
1230,2018-05-26 07:37:37.538364,568,10
1231,2018-05-26 09:21:16.338067,569,10
1232,2018-05-26 09:22:03.359739,570,10
1235,2018-05-27 07:21:56.18668,484,5
1240,2018-05-27 20:39:15.833251,487,5
1241,2018-05-27 22:08:02.660322,488,10
1242,2018-05-27 23:46:29.3724,489,5
1244,2018-05-28 02:33:30.010866,490,10
1251,2018-05-28 11:32:18.815597,572,10
1255,2018-05-28 13:34:31.861519,573,5
1256,2018-05-28 14:03:05.807564,491,5
1257,2018-05-28 16:51:48.110938,492,5
1259,2018-05-29 00:10:18.821778,493,10
1262,2018-05-29 03:26:23.858547,494,5
1263,2018-05-29 05:10:01.258539,574,10
1264,2018-05-29 06:10:11.2806,575,5
1265,2018-05-29 14:03:47.114401,576,10
1269,2018-05-29 17:43:56.767957,578,5
1270,2018-05-29 21:04:40.958312,495,10
1271,2018-05-29 21:39:17.98406,579,5
1272,2018-05-29 23:09:12.602154,496,5
1275,2018-05-30 04:20:25.771641,499,10
1276,2018-05-30 04:33:18.907862,580,10
1277,2018-05-30 04:55:03.888713,500,5
1278,2018-05-30 06:28:10.945715,581,10
1282,2018-05-30 17:15:54.166824,583,5
1283,2018-05-31 02:51:36.974433,585,10
1285,2018-05-31 09:51:56.582762,586,10
1287,2018-05-31 11:38:26.405074,587,10
1290,2018-06-01 01:41:03.836742,588,10
1291,2018-06-01 13:56:06.995553,501,10
1293,2018-06-01 16:08:25.065029,589,10
1294,2018-06-01 17:02:45.481382,502,5
1296,2018-06-01 18:36:58.890267,504,10
1298,2018-06-02 00:45:16.254296,590,5
1300,2018-06-02 05:17:05.520088,591,10
1303,2018-06-02 20:22:59.74118,506,5
1304,2018-06-03 02:03:40.861528,592,5
1305,2018-06-03 03:16:12.336336,507,5
1306,2018-06-03 03:42:43.994973,508,5
1309,2018-06-03 14:52:15.966376,510,10
1310,2018-06-03 17:50:06.69695,594,5
1311,2018-06-03 19:41:22.878602,595,10
1315,2018-06-04 12:48:41.288307,511,5
1316,2018-06-04 13:56:45.974339,596,10
1318,2018-06-04 21:37:31.430424,512,5
1322,2018-06-05 04:08:06.315181,514,10
1326,2018-06-05 07:50:19.940304,515,10
1327,2018-06-05 09:29:45.466184,516,5
1329,2018-06-05 11:11:50.692466,518,5
1331,2018-06-06 04:20:08.792413,597,5
1333,2018-06-06 06:48:43.569848,598,5
1335,2018-06-06 17:42:56.153882,520,10
1337,2018-06-07 07:07:00.137507,600,10
1338,2018-06-07 09:43:30.609204,601,10
1343,2018-06-08 04:44:59.497946,521,10
1344,2018-06-08 06:54:10.552746,602,10
1345,2018-06-08 08:51:34.346364,603,10
1351,2018-06-09 08:23:54.874255,604,10
1353,2018-06-09 08:55:20.721721,524,10
1356,2018-06-09 22:01:41.477477,525,5
1359,2018-06-10 09:10:52.564343,605,10
1360,2018-06-10 14:24:51.927375,526,10
1361,2018-06-10 14:25:18.299471,606,10
1364,2018-06-10 16:51:53.542572,527,5
1365,2018-06-10 17:41:55.922465,607,10
1367,2018-06-10 21:20:50.872946,608,5
1371,2018-06-11 00:52:34.316615,609,10
1372,2018-06-11 02:17:36.872926,610,5
1374,2018-06-11 10:28:58.800522,611,10
1378,2018-06-11 22:34:41.062153,529,10
1379,2018-06-12 01:34:03.988084,530,5
1381,2018-06-12 06:35:05.024097,532,5
1383,2018-06-12 07:38:32.663472,533,10
1384,2018-06-12 14:29:33.224944,534,5
1385,2018-06-12 14:43:45.180693,535,5
1386,2018-06-12 16:41:16.845523,536,10
1391,2018-06-13 08:47:54.641782,538,10
1397,2018-06-14 02:29:03.630577,539,10
1398,2018-06-14 03:16:06.940429,612,10
1399,2018-06-14 05:33:55.603083,613,5
1401,2018-06-14 10:30:42.692092,540,10
1404,2018-06-14 17:43:37.948988,614,5
1405,2018-06-14 19:02:21.600494,615,5
1407,2018-06-14 22:54:32.51246,616,10
1408,2018-06-15 00:46:36.919962,618,5
1411,2018-06-15 08:23:51.760089,620,5
1413,2018-06-15 18:36:30.98899,621,10
1421,2018-06-16 19:08:40.847643,622,10
1423,2018-06-16 23:28:41.572318,623,10
1426,2018-06-17 02:37:32.576438,624,5
1429,2018-06-17 04:39:25.63828,544,10
1430,2018-06-17 07:24:38.032916,545,5
1432,2018-06-17 13:20:49.688952,625,5
1434,2018-06-17 15:21:37.387439,546,10
1436,2018-06-17 18:12:22.370092,547,5
1446,2018-06-19 07:40:59.295507,548,5
1449,2018-06-19 09:49:28.925989,549,5
1452,2018-06-19 15:14:10.142792,550,5
1454,2018-06-19 23:38:14.491117,551,10
1457,2018-06-20 08:06:27.810532,552,10
1461,2018-06-21 00:07:07.084898,554,5
1465,2018-06-21 05:30:25.286863,555,10
1469,2018-06-21 12:07:29.370675,556,10
1470,2018-06-21 12:56:17.402269,557,10
1474,2018-06-21 22:31:16.511664,468,10
1476,2018-06-22 00:14:58.600828,469,5
1482,2018-06-22 07:59:21.37929,470,5
1483,2018-06-22 08:44:38.474188,471,10
1489,2018-06-22 17:15:24.881085,558,10
1490,2018-06-22 18:43:01.395924,560,5
1491,2018-06-23 01:41:55.027653,474,10
1492,2018-06-23 05:21:10.121457,561,10
1494,2018-06-23 06:46:49.321705,475,10
1495,2018-06-23 11:54:56.35762,476,5
1499,2018-06-23 21:57:43.042963,477,10
1502,2018-06-24 05:56:03.591373,479,10
1503,2018-06-24 07:05:47.418811,480,5
1505,2018-06-24 12:49:15.330167,565,5
1508,2018-06-24 23:33:54.502988,566,5
1512,2018-06-26 04:04:02.624771,483,10
1513,2018-06-26 07:37:37.538364,568,10
1520,2018-06-27 07:21:56.18668,484,5
1526,2018-06-27 20:39:15.833251,487,5
1527,2018-06-27 23:46:29.3724,489,10
1529,2018-06-28 02:33:30.010866,490,10
1539,2018-06-28 16:51:48.110938,492,10
1541,2018-06-29 00:10:18.821778,493,5
1543,2018-06-29 03:26:23.858547,494,10
1553,2018-06-29 21:04:40.958312,495,10
1614,2018-07-05 08:00:08.820312,673,10
1615,2018-07-05 09:15:45.413086,674,10
1619,2018-07-05 12:14:45.54775,675,10
1622,2018-07-06 05:25:18.23892,676,10
1627,2018-07-06 21:13:12.757628,678,10
1628,2018-07-07 00:56:19.21972,679,10
1632,2018-07-07 12:42:54.69063,681,10
1647,2018-07-09 12:58:28.770013,683,10
1656,2018-07-10 19:53:37.01258,685,10
1665,2018-07-11 22:18:44.894014,689,5
1666,2018-07-11 22:46:43.385614,690,10
1667,2018-07-11 22:52:10.731053,691,5
1672,2018-07-12 15:39:39.733892,692,5
1675,2018-07-12 21:08:14.017828,693,10
1678,2018-07-13 05:25:06.213196,696,10
1682,2018-07-13 21:52:25.986626,698,10
1683,2018-07-14 01:39:20.434808,699,5
1687,2018-07-14 08:26:11.305621,700,5
1690,2018-07-14 15:10:32.09477,701,10
1699,2018-07-15 15:42:16.430729,703,5
1703,2018-07-16 11:01:16.637727,704,5
1706,2018-07-16 20:26:37.795922,705,10
1713,2018-07-17 05:27:39.314478,706,5
1716,2018-07-17 09:31:27.592204,707,5
1719,2018-07-17 15:14:34.978425,708,10
1721,2018-07-17 15:40:45.461156,709,5
1731,2018-07-18 20:39:44.055145,711,5
1732,2018-07-19 07:18:53.576969,712,5
1740,2018-07-19 20:40:01.44459,713,5
1742,2018-07-19 22:10:23.122687,714,5
1746,2018-07-20 08:30:29.674246,715,10
1749,2018-07-20 17:03:51.277846,716,10
1750,2018-07-20 17:16:05.194807,717,10
1751,2018-07-20 20:09:05.192217,718,10
1760,2018-07-21 15:32:51.552964,719,10
1775,2018-07-22 22:51:07.815964,721,5
1781,2018-07-23 15:09:54.06633,722,5
1782,2018-07-23 19:21:22.927356,723,5
1787,2018-07-24 11:35:29.485414,725,5
1791,2018-07-24 20:42:43.080205,726,5
1792,2018-07-24 23:31:18.114458,727,5
1795,2018-07-25 06:32:52.014679,728,10
1801,2018-07-26 17:29:52.21434,729,5
1807,2018-07-27 14:28:46.08386,731,10
1812,2018-07-28 02:44:42.561915,732,5
1815,2018-07-28 07:30:39.275133,734,10
1821,2018-07-28 14:31:45.126824,736,5
1826,2018-07-29 04:27:25.707404,737,10
1828,2018-07-29 07:52:13.753808,738,10
1833,2018-07-29 16:11:20.890508,739,5
1834,2018-07-29 16:54:54.984155,740,5
1839,2018-07-29 22:30:53.800582,742,5
1842,2018-07-30 03:15:09.641886,743,10
1844,2018-07-30 04:41:26.725051,744,5
1849,2018-07-30 08:45:14.317204,657,10
1852,2018-07-31 00:23:07.021433,745,5
1853,2018-07-31 01:50:31.861623,746,5
1854,2018-07-31 02:06:10.106987,747,10
1859,2018-07-31 17:25:28.99549,749,5
1861,2018-08-01 03:09:37.778025,750,5
1862,2018-08-01 04:18:22.174886,751,5
1865,2018-08-01 15:26:05.917144,753,5
1868,2018-08-01 21:55:44.589693,660,5
1869,2018-08-01 23:48:17.454574,754,10
1872,2018-08-02 07:14:40.425696,661,10
1873,2018-08-02 10:08:57.696073,662,10
1874,2018-08-02 11:01:14.505653,663,5
1876,2018-08-02 17:58:36.568858,755,5
1879,2018-08-03 03:49:31.881193,664,10
1882,2018-08-03 14:53:53.803866,757,10
1883,2018-08-03 15:17:37.746374,667,5
1884,2018-08-03 17:16:57.961087,758,5
1890,2018-08-04 08:24:50.323763,669,5
1892,2018-08-04 15:52:22.811789,672,5
1901,2018-08-05 08:00:08.820312,673,5
1902,2018-08-05 09:15:45.413086,674,10
1906,2018-08-05 12:55:20.495597,759,5
1908,2018-08-06 05:23:43.385562,761,10
1909,2018-08-06 05:25:18.23892,676,5
1912,2018-08-06 21:13:12.757628,678,10
1913,2018-08-07 00:56:19.21972,679,10
1916,2018-08-07 12:36:04.034318,762,5
1917,2018-08-07 12:42:54.69063,681,5
1920,2018-08-08 01:05:31.76104,763,5
1925,2018-08-08 21:08:07.57425,765,5
1926,2018-08-09 02:38:34.801246,766,10
1927,2018-08-09 03:45:06.488909,767,5
1928,2018-08-09 04:07:39.588188,768,10
1933,2018-08-09 12:58:28.770013,683,10
1934,2018-08-09 13:42:57.636728,769,10
1935,2018-08-09 18:28:49.298273,770,10
1936,2018-08-09 20:13:18.100722,771,10
1941,2018-08-10 17:15:27.443533,772,5
1942,2018-08-10 19:53:37.01258,685,5
1948,2018-08-11 10:21:04.053831,773,5
1952,2018-08-11 22:18:44.894014,689,10
1953,2018-08-11 22:46:43.385614,690,5
1954,2018-08-11 22:52:10.731053,691,10
1955,2018-08-12 02:29:26.892571,774,5
1960,2018-08-12 14:46:36.105898,775,5
1961,2018-08-12 15:39:39.733892,692,5
1966,2018-08-13 05:25:06.213196,696,5
1968,2018-08-13 10:53:56.692457,776,5
1969,2018-08-13 11:26:13.465497,777,10
1971,2018-08-13 21:52:25.986626,698,10
1972,2018-08-13 22:21:13.377256,778,10
1973,2018-08-13 23:49:08.101613,779,5
1974,2018-08-14 01:39:20.434808,699,10
1975,2018-08-14 03:16:06.940429,612,5
1976,2018-08-14 04:03:27.544695,780,5
1977,2018-08-14 05:33:55.603083,613,10
1979,2018-08-14 15:10:32.09477,701,10
1980,2018-08-14 17:43:37.948988,614,10
1981,2018-08-14 19:02:21.600494,615,10
1983,2018-08-14 22:54:32.51246,616,10
1984,2018-08-15 00:46:36.919962,618,5
1985,2018-08-15 02:26:12.131044,781,10
1986,2018-08-15 03:50:04.65414,782,5
1988,2018-08-15 08:23:51.760089,620,10
1989,2018-08-15 15:42:16.430729,703,5
1995,2018-08-16 19:08:40.847643,622,10
1996,2018-08-16 20:26:37.795922,705,10
2000,2018-08-17 02:37:32.576438,624,10
2004,2018-08-17 05:27:39.314478,706,10
2006,2018-08-17 09:31:27.592204,707,10
2007,2018-08-17 13:20:49.688952,625,5
2008,2018-08-17 14:09:13.798527,626,10
2009,2018-08-17 15:40:45.461156,709,10
2010,2018-08-17 15:47:53.03699,627,10
2012,2018-08-17 19:55:58.318553,628,5
2013,2018-08-17 22:39:29.620999,629,10
2019,2018-08-18 20:39:44.055145,711,5
2025,2018-08-19 14:51:36.027908,633,5
2030,2018-08-19 20:40:01.44459,713,5
2032,2018-08-19 22:10:23.122687,714,10
2036,2018-08-20 08:30:29.674246,715,5
2040,2018-08-21 01:52:08.339072,635,10
2047,2018-08-21 15:32:51.552964,719,5
2053,2018-08-22 09:30:33.023802,640,5
2056,2018-08-22 16:27:17.304593,641,10
2059,2018-08-22 22:51:07.815964,721,10
2064,2018-08-23 15:09:54.06633,722,10
2073,2018-08-24 18:33:07.415481,645,10
2087,2018-08-26 11:31:42.433698,650,5
2089,2018-08-26 20:23:50.266555,651,10
2118,2018-08-29 13:57:54.508267,654,5
2121,2018-08-29 16:01:17.308387,655,5
2340,2018-09-21 12:04:01.770554,873,5
2369,2018-09-24 03:05:04.247463,805,5
2372,2018-09-24 14:59:12.738849,806,5
2378,2018-09-25 05:05:43.692887,807,5
2382,2018-09-26 05:58:20.226842,812,5
2385,2018-09-26 21:12:53.519631,813,10
2387,2018-09-27 02:14:13.191029,814,10
2406,2018-09-28 13:48:46.818419,816,5
2413,2018-09-29 05:48:54.798849,818,5
2456,2018-10-02 00:40:53.543349,820,10
2467,2018-10-02 19:18:47.535601,821,5
2468,2018-10-02 22:29:56.168426,822,5
2469,2018-10-03 01:26:22.902594,823,10
2474,2018-10-03 08:34:20.950199,825,5
2475,2018-10-03 10:24:21.224598,826,5
2478,2018-10-03 16:57:45.369752,827,5
2485,2018-10-04 10:11:38.762107,828,10
2493,2018-10-05 02:44:47.820506,829,10
2501,2018-10-05 13:57:49.260095,831,5
2504,2018-10-05 22:52:40.038759,832,10
2505,2018-10-05 23:06:18.497808,833,10
